freq,psd_x,psd_y,psd_z,psd_xyz
129.0,2.861e+01,1.715e+03,7.989e+02,2.542e+03
130.6,2.833e+01,1.754e+03,7.277e+02,2.510e+03
132.1,2.939e+01,1.444e+03,5.906e+02,2.064e+03
133.7,2.713e+01,3.982e+02,1.973e+02,6.226e+02
135.3,2.299e+01,6.960e+01,6.748e+01,1.601e+02
136.9,2.356e+01,6.019e+01,6.643e+01,1.502e+02
138.5,2.152e+01,6.021e+01,7.197e+01,1.537e+02
140.1,2.273e+01,6.482e+01,6.953e+01,1.571e+02
141.7,2.125e+01,6.718e+01,6.209e+01,1.505e+02
143.3,2.358e+01,7.457e+01,6.686e+01,1.650e+02
144.9,3.298e+01,8.323e+01,8.655e+01,2.028e+02
146.5,3.742e+01,8.060e+01,9.468e+01,2.127e+02
148.1,4.397e+01,7.940e+01,9.649e+01,2.199e+02
149.7,5.803e+01,8.808e+01,9.624e+01,2.424e+02
151.3,7.108e+01,9.026e+01,9.043e+01,2.518e+02
152.8,9.416e+01,8.530e+01,7.815e+01,2.576e+02
154.4,1.037e+02,7.943e+01,7.450e+01,2.576e+02
156.0,8.738e+01,7.249e+01,7.913e+01,2.390e+02
157.6,8.090e+01,6.226e+01,7.799e+01,2.212e+02
159.2,6.505e+01,7.084e+01,8.899e+01,2.249e+02
160.8,4.758e+01,9.269e+01,1.053e+02,2.456e+02
162.4,8.437e+01,1.085e+02,8.694e+01,2.798e+02
164.0,1.558e+02,1.105e+02,6.507e+01,3.314e+02
165.6,2.176e+02,1.066e+02,4.962e+01,3.737e+02
167.2,2.250e+02,9.412e+01,5.348e+01,3.726e+02
168.8,1.873e+02,8.074e+01,7.098e+01,3.390e+02
170.4,1.457e+02,7.207e+01,9.909e+01,3.169e+02
172.0,1.113e+02,6.402e+01,1.344e+02,3.098e+02
173.5,8.123e+01,5.835e+01,1.691e+02,3.087e+02
175.1,6.408e+01,5.343e+01,1.839e+02,3.014e+02
176.7,6.301e+01,5.344e+01,1.644e+02,2.809e+02
178.3,7.395e+01,5.868e+01,1.244e+02,2.570e+02
179.9,9.089e+01,6.339e+01,9.318e+01,2.475e+02
181.5,7.546e+01,6.317e+01,8.595e+01,2.246e+02
183.1,6.829e+01,6.182e+01,8.331e+01,2.134e+02
184.7,7.485e+01,5.511e+01,8.101e+01,2.110e+02
186.3,4.540e+01,5.607e+01,7.431e+01,1.758e+02
187.9,2.322e+01,5.681e+01,5.629e+01,1.363e+02
189.5,1.756e+01,5.224e+01,5.266e+01,1.225e+02
191.1,1.732e+01,4.858e+01,5.559e+01,1.215e+02
192.6,1.569e+01,4.395e+01,5.627e+01,1.159e+02
194.2,1.620e+01,4.152e+01,5.790e+01,1.156e+02
195.8,1.827e+01,4.438e+01,5.636e+01,1.190e+02
197.4,1.651e+01,4.795e+01,5.709e+01,1.215e+02
199.0,1.515e+01,4.975e+01,5.261e+01,1.175e+02
